123.806077	2.209156	-0.008361	-13.364149	1.008761	-0.090917	-0.286919	-0.858418	-0.030837	0.000000	0.982215	0.030148	0.000000	-0.581258	0.126790	0.000000	-0.147630	0.172042	0.000000	0.000000	0.000000	-30.294582	2.985255	-0.578965	-3.960489	0.940327	-0.027751	0.000000	0.000000	0.000000	0.000000	1.198013	-0.515289	0.000000	0.903283	0.369388
123.795854	1.336966	-0.545880	-15.976493	0.719060	-0.216391	-0.279366	-1.451556	-0.210671	0.000000	-0.409629	-0.456433	0.000000	-0.296227	-0.197492	0.000000	-0.999480	-0.697741	0.000000	0.000000	0.000000	-27.696827	2.768989	0.338343	-3.568894	0.596726	0.395930	0.000000	0.000000	0.000000	0.000000	1.169040	-0.122055	0.000000	-0.188988	0.063650
123.787030	1.160649	0.149963	-12.821324	0.290881	0.123623	-1.613178	-1.724319	-0.047804	0.000000	-0.166969	-0.369596	0.000000	-0.374405	-0.015712	0.000000	-0.837476	-0.126522	0.000000	0.000000	0.000000	-29.380666	2.573907	0.308635	-3.261829	0.161565	-0.480652	0.000000	0.000000	0.000000	0.000000	0.884794	0.128652	0.000000	0.289469	0.212304
123.786473	0.819578	0.524207	-14.758557	0.930874	0.057859	-0.978655	-1.344866	-0.351070	0.000000	0.489412	-0.150998	0.000000	0.561901	0.012755	0.000000	0.005292	-0.111529	0.000000	0.000000	0.000000	-29.010128	0.991107	-0.136355	-2.122945	0.920590	-0.327628	0.000000	0.000000	0.000000	0.000000	2.347914	-0.031568	0.000000	0.757135	0.358530
123.749759	0.458548	0.271814	-16.881590	0.192077	0.016397	-1.764543	-0.989967	-0.041032	0.000000	-0.072498	-0.286122	0.000000	-0.484550	0.001298	0.000000	0.763352	-0.298108	0.000000	0.000000	0.000000	-30.225887	1.873339	0.007185	-1.615393	0.994342	-0.281993	0.000000	0.000000	0.000000	0.000000	1.477891	-0.106686	0.000000	0.797675	-0.316163
123.748610	1.282001	0.263525	-15.121792	0.848015	0.289568	-1.666029	-0.795798	0.269690	0.000000	-0.486616	0.271993	0.000000	-0.265019	0.290857	0.000000	-0.724857	0.161901	0.000000	0.000000	0.000000	-32.974534	2.041305	0.131878	-0.994531	0.088303	0.023187	0.000000	0.000000	0.000000	0.000000	0.474509	-0.090320	0.000000	1.196632	-0.233687
123.671514	1.406950	-0.233400	-17.035534	1.651280	-0.181951	-2.215554	-0.781853	0.122917	0.000000	0.810928	0.065442	0.000000	-0.305277	0.672978	0.000000	-0.440925	0.065625	0.000000	0.000000	0.000000	-30.166919	0.943480	0.234536	-1.136348	-0.432361	-0.101368	0.000000	0.000000	0.000000	0.000000	0.605164	0.325504	0.000000	0.633810	-0.060469
123.717950	1.227606	0.189793	-18.392033	0.969237	-0.045324	-2.312802	-0.544129	-0.079285	0.000000	1.040751	-0.177246	0.000000	-1.431714	0.138785	0.000000	-0.710522	0.143577	0.000000	0.000000	0.000000	-30.281843	-0.902899	-0.051705	-1.813138	-0.296352	-0.141474	0.000000	0.000000	0.000000	0.000000	1.565224	0.189143	0.000000	0.575670	0.341817
123.737319	1.188055	0.042803	-18.673342	1.808425	0.008830	-1.473638	-0.823943	0.166602	0.000000	1.693619	-0.518206	0.000000	-1.424377	0.468403	0.000000	-0.387436	0.302729	0.000000	0.000000	0.000000	-30.193257	-1.947877	-0.104388	-1.714103	-0.909603	-0.410609	0.000000	0.000000	0.000000	0.000000	0.896823	-0.208086	0.000000	-0.175681	0.001613
123.760801	0.415569	0.071198	-19.393298	0.497775	-0.528195	-1.914444	-0.753691	0.341137	0.000000	0.687536	-0.254705	0.000000	0.216605	-0.101989	0.000000	-0.068436	0.153882	0.000000	0.000000	0.000000	-32.001763	-1.487216	-0.071216	-0.789115	-0.926123	-0.404178	0.000000	0.000000	0.000000	0.000000	0.403986	0.265977	0.000000	-0.031809	0.206398
