0.000000	-4701.433105	-0.000213	172.787512	171.189083	4850.318540	31698.088749	2.000000
1.000000	2880.014160	0.000347	160.002926	134.751076	-2729.073839	41407.689569	2.000000
2.000000	2500.776367	0.000400	146.380410	134.064135	-2349.634105	42273.096659	3.000000
3.000000	4186.933594	0.000239	134.159616	116.761350	-4036.281855	42189.272642	2.000000
4.000000	4094.773438	0.000244	115.960087	96.305769	-3943.654489	43275.354510	2.000000
5.000000	5419.988770	0.000185	103.450951	75.115158	-5268.927745	45314.554864	2.000000
6.000000	2073.197998	0.000482	134.912879	124.867251	-1921.344709	41607.143617	1.000000
7.000000	3951.672119	0.000253	128.365686	102.511766	-3800.760841	45356.785867	2.000000
8.000000	6918.469727	0.000145	155.504683	124.863280	-6768.127471	61443.000140	3.000000
9.000000	-1066.440308	-0.000938	146.685625	163.522912	1212.369853	89130.365770	3.000000
10.000000	3488.132568	0.000287	137.522790	113.243911	-3337.176147	109411.219168	2.000000
11.000000	1552.367188	0.000644	148.194021	145.852030	-1400.253244	107580.530662	2.000000
12.000000	1862.826294	0.000537	152.253971	152.384962	-1711.234210	122991.224061	1.000000
13.000000	1174.486084	0.000851	155.528461	157.197022	-1021.437792	107585.835742	2.000000
14.000000	1026.751465	0.000974	147.525549	156.672285	-873.113870	81499.440315	3.000000
15.000000	692.606873	0.001444	143.161874	152.018644	-537.276720	77559.314293	2.000000
16.000000	1277.730591	0.000783	140.901417	159.690141	-1125.049276	57010.304423	1.000000
17.000000	1053.361328	0.000949	146.182766	161.355676	-900.196412	72939.445444	2.000000
18.000000	1007.841492	0.000992	149.723126	161.130199	-854.393286	60457.068177	2.000000
19.000000	1155.529541	0.000865	146.452011	165.670413	-1002.558310	93760.891302	2.000000
20.000000	672.601624	0.001487	153.178583	163.305563	-517.290285	86972.632531	2.000000
21.000000	972.910828	0.001028	159.621264	162.571507	-819.185713	48648.832994	1.000000
22.000000	1227.397827	0.000815	162.080890	169.329812	-1074.363487	49408.153889	2.000000
23.000000	708.279663	0.001412	160.020690	158.670713	-552.854840	44039.412657	2.000000
24.000000	1890.334717	0.000529	165.296297	178.323061	-1738.249063	47932.001411	2.000000
25.000000	5554.083496	0.000180	201.077332	252.695982	-5402.653348	52328.652961	2.000000
26.000000	6097.073730	0.000164	180.039068	295.493415	-5944.728238	53286.148460	2.000000
27.000000	-2479.593262	-0.000403	148.275475	94.991663	2627.160598	58811.536861	2.000000
28.000000	-6090.322266	-0.000164	159.986374	47.571300	6238.644023	46334.196950	2.000000
29.000000	-1367.224121	-0.000731	158.946831	130.178079	1513.902184	63412.291657	2.000000
30.000000	-1882.815063	-0.000531	160.477199	122.790671	2030.243736	48297.814627	3.000000
31.000000	-6100.821289	-0.000164	187.437783	59.689399	6249.108863	46045.172448	2.000000
32.000000	-1458.432739	-0.000686	163.922895	129.747872	1605.276229	46384.385590	2.000000
33.000000	-1621.796631	-0.000617	157.894616	127.983871	1768.942073	34918.717639	2.000000
34.000000	-1030.757568	-0.000970	152.170772	134.065393	1176.636732	60961.917304	2.000000
35.000000	-1876.728760	-0.000533	155.543121	118.534032	2024.059024	39696.579758	2.000000
36.000000	2641.317871	0.000379	136.934927	195.788600	-2489.754752	51742.452037	2.000000
37.000000	2066.546875	0.000484	133.345581	191.529820	-1914.495023	62981.763091	3.000000
38.000000	-5704.874512	-0.000175	186.819153	19.691361	5852.419334	64689.521936	2.000000
39.000000	-4036.073975	-0.000248	168.999505	43.824206	4183.355333	54391.897426	2.000000
40.000000	-1852.018921	-0.000540	150.125281	96.023033	1998.799619	74754.355730	2.000000
41.000000	-5679.451172	-0.000176	189.510112	10.479858	5826.561837	55992.454974	2.000000
42.000000	-5874.430664	-0.000170	194.717437	32.251564	6022.210061	45359.797230	2.000000
43.000000	2487.165527	0.000402	145.457593	205.825233	-2335.143756	39227.804214	2.000000
44.000000	1650.008057	0.000606	139.123775	187.075293	-1497.346168	41400.460347	1.000000
45.000000	969.169128	0.001032	146.738033	174.113745	-815.123350	44940.763666	2.000000
46.000000	1031.934937	0.000969	145.282182	173.846033	-878.134423	60067.329257	2.000000
47.000000	1001.950684	0.000998	152.331266	171.717603	-847.965874	51888.179728	2.000000
48.000000	1138.089600	0.000879	148.662279	171.959042	-984.521660	62288.225501	3.000000
49.000000	-7761.293457	-0.000129	130.958321	36.084018	7909.865247	69407.778134	2.000000
50.000000	-9281.523438	-0.000108	116.976854	53.472025	9430.368689	51922.290698	2.000000
51.000000	-5409.816406	-0.000185	128.990150	92.741269	5558.384515	51687.906399	2.000000
52.000000	-6448.957520	-0.000155	110.685274	76.474157	6597.518483	44820.407310	2.000000
53.000000	2981.313477	0.000335	174.100540	188.098331	-2829.845018	37128.787869	2.000000
54.000000	5121.461426	0.000195	202.072839	237.372507	-4969.962344	39415.821203	2.000000
55.000000	4292.512207	0.000233	195.468707	223.535645	-4141.204795	59559.867595	2.000000
56.000000	4940.092285	0.000202	198.027221	247.968683	-4788.529331	59360.175402	2.000000
57.000000	1658.177979	0.000603	160.928445	178.286832	-1505.719505	49072.758887	3.000000
58.000000	1038.593262	0.000963	161.407992	161.872156	-884.793568	51607.683725	3.000000
59.000000	666.591125	0.001500	158.335410	160.492415	-510.495330	47365.709271	2.000000
60.000000	984.099548	0.001016	163.295702	163.919938	-830.196107	56039.647559	2.000000
61.000000	733.524658	0.001363	162.377047	159.428024	-578.135418	48325.041883	3.000000
62.000000	644.211487	0.001552	161.942062	158.147143	-488.174450	67573.642200	2.000000
63.000000	609.072327	0.001642	161.154819	158.043782	-452.743199	75988.342228	3.000000
64.000000	713.636719	0.001401	164.261030	162.386162	-558.002143	90409.074179	2.000000
65.000000	1086.994995	0.000920	167.575728	166.088065	-933.389059	75527.158202	2.000000
66.000000	1374.637573	0.000727	174.940753	160.578972	-1221.724535	66310.911858	2.000000
67.000000	1064.989258	0.000939	165.362311	156.092084	-911.436563	68618.114436	3.000000
68.000000	1002.285828	0.000998	166.192219	156.036601	-848.496506	55083.950108	2.000000
69.000000	1018.484985	0.000982	164.106191	159.015180	-864.814351	58565.204906	2.000000
70.000000	1740.267700	0.000575	190.316700	164.304980	-1587.600309	96723.208958	3.000000
71.000000	-4561.130859	-0.000219	61.147219	126.998662	4709.106710	98345.497683	2.000000
72.000000	-2195.565918	-0.000455	117.120011	135.701340	2343.281315	80643.815471	2.000000
73.000000	-6403.884766	-0.000156	65.845744	128.135143	6552.513039	90995.125174	2.000000
74.000000	-3245.230469	-0.000308	81.469240	135.544077	3393.323490	89234.530940	2.000000
75.000000	3366.304199	0.000297	210.133382	168.143141	-3214.703508	113756.198674	2.000000
76.000000	2077.175293	0.000481	184.269279	163.923900	-1925.007209	85069.677394	2.000000
