0.000000	0.000029	-0.005500	-0.004513	-0.006487	104.786207	194.836124	0.000030	-0.005515	-0.004609	-0.006421	103.558031	193.560929	0.000023	-0.004765	-0.004427	-0.005103	117.023067	206.623802	3.922376	6.043170	4.162391	4.189674	2.068879	102.312153	148.097786
1000.000000	0.000015	-0.004131	-0.002545	-0.005717	91.011295	181.089257	0.000015	-0.004148	-0.002660	-0.005635	90.786750	180.844193	0.000012	-0.003565	-0.002597	-0.004533	92.818411	183.175094	4.041504	2.850041	1.191463	3.830128	5.021591	102.322097	141.624859
2000.000000	0.000012	-0.003813	-0.002084	-0.005542	96.697503	186.728576	0.000012	-0.003837	-0.002170	-0.005504	96.473138	186.489732	0.000008	-0.003160	-0.001884	-0.004436	94.367978	184.641583	0.959932	6.213920	1.029197	0.727758	1.756955	102.034804	141.717124
3000.000000	0.000005	-0.003150	-0.001034	-0.005265	89.995933	180.147347	0.000006	-0.003222	-0.001178	-0.005265	91.312490	181.482773	0.000002	-0.002409	-0.000470	-0.004349	86.287334	176.994231	1.071911	2.805317	4.549779	0.498815	5.048593	99.763534	137.559113
4000.000000	0.000007	-0.003245	-0.001324	-0.005167	79.687018	169.877657	0.000009	-0.003439	-0.001689	-0.005190	79.036930	169.226847	0.000004	-0.002613	-0.001045	-0.004181	75.570724	166.305686	0.869784	2.755262	4.397707	0.521017	4.918724	102.970716	137.461323
5000.000000	0.000006	-0.002911	-0.001240	-0.004581	94.332283	184.369379	0.000006	-0.002999	-0.001343	-0.004654	91.902109	181.942723	0.000007	-0.002876	-0.001631	-0.004121	81.054611	171.394353	0.816765	2.415346	4.684604	0.829644	5.514248	104.115467	134.660771
6000.000000	0.000009	-0.003165	-0.002127	-0.004203	100.020033	190.088209	0.000008	-0.003110	-0.001962	-0.004259	99.284035	189.303847	0.000007	-0.002703	-0.001961	-0.003444	95.243931	185.359573	3.754943	2.530678	1.224265	4.273921	5.498186	100.143092	135.457456
7000.000000	0.000001	-0.002215	-0.000135	-0.004295	102.397691	192.569567	0.000001	-0.002274	-0.000194	-0.004353	102.911869	193.061741	0.000001	-0.001716	-0.000203	-0.003229	102.413707	192.706622	0.408849	2.507295	4.184739	1.378328	5.563068	103.148064	139.655798
8000.000000	0.000002	-0.002572	-0.000535	-0.004610	105.464628	195.746866	0.000005	-0.002836	-0.001019	-0.004653	107.711248	197.940275	0.000003	-0.002160	-0.000692	-0.003628	105.907881	196.404939	3.723047	2.571757	1.151289	4.400844	5.552133	101.600550	139.350825
9000.000000	0.000004	-0.002547	-0.000965	-0.004129	92.825421	182.925619	0.000004	-0.002553	-0.001023	-0.004083	93.208403	183.294359	0.000003	-0.002084	-0.000753	-0.003414	92.855836	183.071603	0.671817	2.649245	4.305757	0.948292	5.254049	102.587843	138.072925
10000.000000	0.000006	-0.002714	-0.001719	-0.003708	88.765188	178.892788	0.000005	-0.002500	-0.001252	-0.003747	92.738299	182.815196	0.000002	-0.001868	-0.000683	-0.003053	85.585833	175.918640	0.622686	2.625371	4.280501	0.926559	5.207060	101.965744	137.274583
11000.000000	-0.000001	-0.001650	0.000176	-0.003475	83.914618	173.998235	-0.000002	-0.001469	0.000508	-0.003446	82.602931	172.709019	-0.000000	-0.001491	0.000016	-0.002998	84.915150	175.129963	0.537965	2.659128	4.162022	0.926621	5.088644	101.734805	136.922096
12000.000000	-0.000003	-0.001289	0.000779	-0.003357	88.986749	179.251809	-0.000002	-0.001518	0.000441	-0.003477	86.913200	177.192764	-0.000000	-0.001488	0.000142	-0.003118	82.132510	172.851062	3.502814	5.909582	3.876417	4.333483	1.926716	101.527070	137.972373
13000.000000	-0.000004	-0.000702	0.001304	-0.002709	94.002159	184.302805	-0.000003	-0.000946	0.000969	-0.002861	94.434937	184.776743	-0.000002	-0.000752	0.000951	-0.002455	87.509495	178.228992	3.456647	6.039209	3.700623	4.467186	1.884624	105.297235	141.211600
14000.000000	-0.000004	-0.000941	0.001364	-0.003245	95.530507	185.847271	-0.000002	-0.001475	0.000527	-0.003477	96.395099	186.752801	-0.000003	-0.000844	0.001152	-0.002840	86.914364	177.722320	3.691630	6.137095	3.837720	4.258877	1.813412	105.499998	140.044196
15000.000000	-0.000004	-0.000489	0.001545	-0.002523	92.150274	182.363513	-0.000002	-0.000911	0.000893	-0.002715	93.281820	183.541531	-0.000004	-0.000356	0.001595	-0.002306	84.900626	175.415032	0.769595	6.074494	0.978286	0.838731	1.817017	104.745301	140.871268
16000.000000	-0.000004	-0.000237	0.001680	-0.002153	92.904140	182.934024	-0.000002	-0.000750	0.000819	-0.002319	87.773028	177.764635	-0.000001	-0.000929	0.000552	-0.002410	82.552812	172.855842	0.591891	6.101347	0.773730	1.029592	1.803322	106.139224	143.173478
17000.000000	-0.000004	0.000286	0.002281	-0.001710	93.230609	183.795569	-0.000002	-0.000523	0.000844	-0.001890	96.369769	187.043149	-0.000002	0.000293	0.001897	-0.001312	85.960645	176.813706	3.807948	6.073508	4.017624	4.102419	1.836858	108.163533	147.569610
18000.000000	-0.000006	0.001062	0.003807	-0.001682	92.718797	183.021823	-0.000005	0.000452	0.002678	-0.001773	94.382133	184.822613	-0.000004	0.000851	0.003006	-0.001303	90.809809	181.427465	3.827969	5.794519	4.316635	4.073464	2.106914	106.424859	146.879555
19000.000000	-0.000003	-0.000194	0.001503	-0.001890	85.339182	175.494556	-0.000001	-0.000611	0.000686	-0.001908	82.312801	172.494429	-0.000001	-0.000556	0.000667	-0.001778	82.275230	172.628454	3.875021	2.679975	1.195046	3.897614	5.092660	104.932595	142.233699
20000.000000	-0.000004	-0.000191	0.001718	-0.002099	82.975636	173.498277	-0.000001	-0.000988	0.000408	-0.002383	78.613652	169.120880	-0.000002	-0.000448	0.001085	-0.001982	67.629220	158.335822	3.842012	2.732672	1.109339	3.889372	4.998711	104.782318	143.978450
21000.000000	-0.000003	-0.000242	0.001563	-0.002046	86.874256	177.483737	-0.000001	-0.000921	0.000391	-0.002233	82.557807	173.177141	-0.000001	-0.000733	0.000680	-0.002146	71.599249	162.465187	3.920481	2.514952	1.405529	3.878946	5.284475	107.352484	141.250273
22000.000000	-0.000003	-0.000219	0.001411	-0.001850	95.045431	185.651714	0.000000	-0.001049	-0.000104	-0.001994	94.952307	185.587198	0.000000	-0.001106	-0.000219	-0.001994	75.966364	166.654924	3.698131	5.781566	4.199750	4.243910	2.160475	108.844749	139.890052
23000.000000	-0.000001	-0.000822	0.000504	-0.002147	89.678713	180.302405	0.000002	-0.001538	-0.000703	-0.002373	93.772804	184.375468	-0.000001	-0.000799	0.000291	-0.001889	77.394545	168.357572	3.800582	6.136826	3.946942	4.047792	1.711548	109.029832	142.498892
24000.000000	-0.000005	0.000095	0.002239	-0.002050	93.217666	183.408208	-0.000003	-0.000300	0.001423	-0.002024	91.385778	181.627801	-0.000003	-0.000237	0.001558	-0.002032	93.159210	183.595701	0.617107	6.170045	0.730246	1.009849	1.740095	110.347511	140.724306
25000.000000	-0.000008	0.001782	0.005094	-0.001529	89.747112	179.840878	-0.000007	0.001321	0.004348	-0.001707	87.493970	177.637915	-0.000008	0.001028	0.004040	-0.001983	85.154918	175.451310	3.754080	6.176930	3.860335	4.095488	1.672638	113.017125	141.016571
26000.000000	-0.000006	0.001602	0.004512	-0.001309	86.195249	176.460993	-0.000006	0.001190	0.003835	-0.001455	85.276171	175.670632	-0.000006	0.001253	0.004085	-0.001579	82.748146	173.209703	0.519055	6.074004	0.728235	0.985336	1.713572	112.198341	141.965743
27000.000000	-0.000004	-0.000010	0.001956	-0.001977	93.721515	183.775624	-0.000004	-0.000104	0.001852	-0.002061	94.123570	184.214720	-0.000004	-0.000179	0.001882	-0.002240	90.272323	180.472434	0.354595	5.953099	0.684681	1.281154	1.965835	111.382318	139.595577
28000.000000	-0.000002	-0.001070	0.000812	-0.002951	104.000401	194.100769	-0.000003	-0.001076	0.000861	-0.003014	102.644805	192.745109	-0.000002	-0.001241	0.000533	-0.003015	97.177925	187.568892	0.395947	5.942014	0.737117	1.419203	2.156320	109.650826	141.533698
